area,dlg_file,character,line_type,conv_position,strref,voice_file,voice_actor,text
Fell's Tattoo Parlor,DFELL,Fell,narration,4,21498,,,"You see a tall creature with a shock of white hair. Its skin has a greenish cast, and a pair of goat horns protrudes from its forehead. It is dressed in long flowing robes."
Fell's Tattoo Parlor,DFELL,Fell,narration,5,21499,,,"A series of symbols materializes above the creature's head. The symbols have a slight glow about them, and they just... hover there. "
Fell's Tattoo Parlor,DFELL,Fell,narration,6,21500,,,"A series of symbols materializes above the creature's head. The symbols have a slight glow about them, and they just... hover there."
Fell's Tattoo Parlor,DFELL,Fell,narration,7,21501,,,"In response, 'Fell' bows. A lone symbol appears above his head. It is blurry at first, then resolves into a white oval with a black lightning bolt through it. For some reason, you have a feeling you *know* this creature."
Fell's Tattoo Parlor,DFELL,Fell,narration,8,21502,,,"The dabus waits patiently, its hands tucked into its sleeves. A series of symbols materialize above its head, then dissipate and a question mark appears."
Fell's Tattoo Parlor,DFELL,Fell,narration,9,21503,,,"You ask the dabus several questions, trying to get a feel for the rebuses that appear above its head. It is extremely patient throughout your 'discussion,' giving you easy sentences to translate. After a few minutes, you start to get the hang of it... it feels like you've done this before."
Fell's Tattoo Parlor,DFELL,Fell,narration,10,21504,,,"You ask the dabus several questions, trying to get a feel for the rebuses that appear above its head. Although it is extremely patient throughout your 'discussion,' you can't seem to get the hang of it. Eventually, the dabus stops floating symbols and simply waits."
Fell's Tattoo Parlor,DFELL,Fell,narration,11,21505,,,"The dabus bows slightly. Symbols swirl around its head, then it turns away."
Fell's Tattoo Parlor,DFELL,Fell,narration,12,21506,,,A series of symbols appear above the dabus' head. It then bows and turns away.
Fell's Tattoo Parlor,DFELL,Fell,narration,13,21507,,,The dabus waits.
Fell's Tattoo Parlor,DFELL,Fell,narration,14,21508,,,"The dabus inclines his head slightly, and a lone symbol appears above his head. It is blurry at first, then resolves into a white oval with a black lightning bolt through it."
Fell's Tattoo Parlor,DFELL,Fell,narration,15,21509,,,"The dabus inclines his head slightly, and a lone symbol appears above his head. It is blurry at first, then resolves into a white oval with a black lightning bolt through it. For some reason, you know the dabus has a name... its name is 'Fell.'"
Fell's Tattoo Parlor,DFELL,Fell,narration,16,21510,,,"As you are about to ask, you suddenly realize you already know the dabus' name - his name is 'Fell.' As if in response, the dabus inclines his head slightly, and a lone symbol appears above its head. It is blurry at first, then resolves into a white oval with a black lightning bolt through it. "
Fell's Tattoo Parlor,DFELL,Fell,narration,17,21511,,,"A slow train of symbols materialize around Fell's head... the symbols take several moments to resolve, starting with simple lines, then fleshing themselves out into breath-taking colors. "
Fell's Tattoo Parlor,DFELL,Fell,narration,18,21512,,,"A slow train of symbols materialize around Fell's head... the symbols take several moments to resolve, starting with simple lines, then fleshing themselves out into breath-taking colors. You're guessing at some of the symbols, but you think he's an artist... and this is a tattoo parlor."
Fell's Tattoo Parlor,DFELL,Fell,narration,19,21513,,,"A slow train of symbols materialize around Fell's head... the symbols take several moments to resolve, starting with simple lines, then fleshing themselves out into breath-taking colors. (This is where I tattoo color and life upon flesh and bone.)"
Fell's Tattoo Parlor,DFELL,Fell,narration,20,21514,,,"Fell bows reverently, and a stream of symbols swirl about his head, rotating clockwise, then counterclockwise. "
Fell's Tattoo Parlor,DFELL,Fell,narration,21,21515,,,"Fell bows reverently, and a stream of symbols swirl about his head, rotating clockwise, then counterclockwise. You have to guess at some of the symbols, but you think he said something about this not being the first time you have come to this place."
Fell's Tattoo Parlor,DFELL,Fell,narration,22,21516,,,"Fell bows reverently, and a stream of symbols swirl about his head, rotating clockwise, then counterclockwise. It takes you a moment to translate: (This is the first time and not the first time you have come to this place.)"
Fell's Tattoo Parlor,DFELL,Fell,narration,23,21517,,,Another series of symbols materialize quickly and sharply into focus above Fell's head. 
Fell's Tattoo Parlor,DFELL,Fell,narration,24,21518,,,"Another series of symbols materialize quickly and sharply into focus above Fell's head. These symbols are not as difficult as the others. You think he said he knows you, but he cannot say anymore than that."
Fell's Tattoo Parlor,DFELL,Fell,narration,25,21519,,,Another series of symbols materialize quickly and sharply into focus above Fell's head. The translation comes to you just as quickly and sharply as the symbols themselves... and as if you have translated the exact same string many times before. (Yes. But I am not permitted to tell your story.)
Fell's Tattoo Parlor,DFELL,Fell,narration,26,21520,,,"For a moment, there is no response from Fell, then a stream of rebuses appear, as if trickling out of Fell's mind. "
Fell's Tattoo Parlor,DFELL,Fell,narration,27,21521,,,"For a moment, there is no response from Fell, then a stream of rebuses appear, as if trickling out of Fell's mind. You think he's saying he's sorry... but you can't translate the rest."
Fell's Tattoo Parlor,DFELL,Fell,narration,28,21522,,,"For a moment, there is no response from Fell, then a stream of rebuses appear, as if trickling out of Fell's mind. (My apologies, I cannot. I cannot change the nature of a man.) You can't explain why, but the last sentence sends a crawling sensation through your skull."
Fell's Tattoo Parlor,DFELL,Fell,narration,29,21523,,,"A brief series of paper thin rebuses appear in an orderly row next to Fell, then vanish into glowing motes. "
Fell's Tattoo Parlor,DFELL,Fell,narration,30,21524,,,The symbols that appear above Fell almost mirror the previous stream. (My apologies. I cannot say.)
Fell's Tattoo Parlor,DFELL,Fell,narration,31,21525,,,"There is a long moment of visual silence... it drags out so long that at first, you wonder if Fell heard you. Then a few symbols, strangely gray-colored, appear sluggishly above his head. "
Fell's Tattoo Parlor,DFELL,Fell,narration,32,21526,,,"There is a long moment of visual silence... it drags out so long that at first, you wonder if Fell heard you. Then a few symbols, strangely gray-colored, appear sluggishly above his head. He is saying that he has... and that she is not a 'myth.' "
Fell's Tattoo Parlor,DFELL,Fell,narration,33,21527,,,"There is a long moment of visual silence... it drags out so long that at first, you wonder if Fell heard you. Then a few symbols, strangely gray-colored, appear sluggishly above his head. (She is not a myth.)"
Fell's Tattoo Parlor,DFELL,Fell,narration,34,21528,,,"A series of gray symbols swirl about Fell's head like a slow-moving whirlpool, then flatten themselves out into a bizarre, twisting pattern. "
Fell's Tattoo Parlor,DFELL,Fell,narration,35,21529,,,"A series of gray symbols swirl about Fell's head like a slow-moving whirlpool, then flatten themselves out into a bizarre, twisting pattern. You think he is saying something about a maze... but he is using the word *maze* as if it was a verb. "
Fell's Tattoo Parlor,DFELL,Fell,narration,36,21530,,,"A series of gray symbols swirl about Fell's head like a slow-moving whirlpool, then flatten themselves out into a bizarre, twisting pattern. (She is in one of the Lady's mazes.)"
Fell's Tattoo Parlor,DFELL,Fell,narration,37,21531,,,The next series of symbols march out like a train of slaves carrying a heavy load.
Fell's Tattoo Parlor,DFELL,Fell,narration,38,21532,,,The next series of symbols march out like a train of slaves carrying a heavy load. You think he's saying something about 'imprisonment' or 'punishment.'
Fell's Tattoo Parlor,DFELL,Fell,narration,39,21533,,,The next series of symbols march out like a train of slaves carrying a heavy load. (Her will was not the will of the Lady. Ravel was punished. Ravel was imprisoned in a maze.)
Fell's Tattoo Parlor,DFELL,Fell,narration,40,21534,,,"A white oval appears beside Fell, then a sharp crack appears in it. "
Fell's Tattoo Parlor,DFELL,Fell,narration,41,21535,,,"A white oval appears beside Fell, then a sharp crack appears in it. You think he's saying something about 'cracking the cage/city...' but you're not certain. Maybe Ravel tried to crack this city open?"
Fell's Tattoo Parlor,DFELL,Fell,narration,42,21536,,,"A white oval appears beside Fell, then a sharp crack appears in it - instinctively, you recognize the oval as a symbol for this city, Sigil itself. (She sought to open the Cage.)"
Fell's Tattoo Parlor,DFELL,Fell,narration,43,21537,,,"Another stream of rebuses trail out from Fell, but these float lower, as if they are carrying a heavy weight. "
Fell's Tattoo Parlor,DFELL,Fell,narration,44,21538,,,"Another stream of rebuses trail out from Fell, but these float lower, as if they are carrying a heavy weight. From what you can understand, Fell doesn't seem to know how to reach her... and that one shouldn't try to find her."
Fell's Tattoo Parlor,DFELL,Fell,narration,45,21539,,,"Another stream of rebuses trail out from Fell, but these float lower, as if they are carrying a heavy weight. (I do not know how she might be found. She should not be found. She is in the Lady's keeping.) There is a hard edge to the texture of the symbols in the last sentence, reminding you of dagger blades."
Fell's Tattoo Parlor,DFELL,Fell,narration,46,21540,,,"Before you can change the subject, a new series of symbols appear around Fell - the structure is that of an 'X' and they pulse like a weak heartbeat. "
Fell's Tattoo Parlor,DFELL,Fell,narration,47,21541,,,"Before you can change the subject, a new series of symbols appear around Fell - the structure is that of an 'X' and they pulse like a weak heartbeat. You think he is warning you to leave Ravel alone."
Fell's Tattoo Parlor,DFELL,Fell,narration,48,21542,,,"Before you can change the subject, a new series of symbols appear around Fell - the structure is that of an 'X' and they pulse like a weak heartbeat. (Do not seek her out. Within her beats an evil heart. She will do everything in her power to hurt you.)"
Fell's Tattoo Parlor,DFELL,Fell,narration,49,21543,,,"Before you can leave, a new series of symbols appear around Fell - the structure is that of an 'X' and they pulse like a weak heartbeat. "
Fell's Tattoo Parlor,DFELL,Fell,narration,50,21544,,,"Before you can leave, a new series of symbols appear around Fell - the structure is that of an 'X' and they pulse like a weak heartbeat. You think he is warning you to leave Ravel alone."
